order_id,customer_id,product_id,order_date,quantity,unit_price,status
O00283,C0463,P027,2024-02-17,1,1805.18,completed
O00284,C1755,P031,2022-12-04,4,4117.1,completed
O00285,C1381,P007,2024-06-30,1,386.06,completed
O00286,C0245,P026,2024-03-02,1,1376.87,completed
O00287,C1519,P005,2024-06-30,1,1217.09,completed
O00288,C1219,P008,2024-06-30,1,2707.07,returned
O00289,C0571,P038,2024-06-30,1,2610.82,returned
O00290,C0730,P039,2024-06-30,5,3763.58,pending
O00291,C0572,P030,2024-06-30,1,847.0,returned
O00292,C0473,P009,2024-06-30,1,1275.62,completed
O00293,C1021,P002,2024-06-25,5,1080.04,completed
O00294,C0313,P040,2024-06-30,2,1138.68,pending
O00295,C1572,P030,2024-06-24,1,905.89,returned
O00296,C1034,P035,2024-06-30,1,1334.08,pending
O00297,C0037,P028,2022-10-04,4,2671.6,returned
O00298,C0645,P029,2024-06-30,1,1051.46,pending
O00299,C1351,P011,2024-06-30,1,3414.4,returned
O00300,C0999,P037,2024-06-30,2,3104.69,pending
O00301,C1172,P031,2023-07-03,2,3973.05,completed
O00302,C0802,P032,2024-06-30,2,2571.38,completed
O00303,C1570,P021,2024-06-30,1,2017.66,completed
O00304,C1715,P023,2024-06-30,3,556.06,completed
O00305,C0780,P028,2023-08-24,1,2781.6,completed
O00306,C0116,P016,2024-06-30,1,3791.25,pending
O00307,C0174,P005,2024-06-30,3,1199.53,completed
O00308,C0041,P021,2024-01-17,1,2039.36,returned
O00309,C1164,P027,2023-12-08,1,1761.06,pending
O00310,C0046,P025,2023-03-13,2,2307.45,completed
O00311,C1656,P007,2024-05-01,2,366.3,returned
O00312,C1030,P022,2024-06-30,1,985.79,returned
O00313,C0414,P005,2024-06-30,3,1286.96,completed
O00314,C0544,P020,2022-06-04,5,3520.04,completed
O00315,C1280,P038,2022-12-26,1,2427.77,completed
O00316,C1161,P031,2024-06-30,1,4103.37,completed
O00317,C1335,P033,2023-02-19,3,3906.29,pending
O00318,C0642,P027,2023-03-12,1,1741.41,returned
O00319,C1376,P012,2024-06-30,4,1240.91,pending
O00320,C1767,P037,2022-07-21,1,3105.05,returned
O00321,C0549,P035,2023-11-13,3,1332.67,returned
O00322,C1915,P004,2024-06-30,2,2486.04,completed
O00323,C0493,P020,2022-08-13,3,3524.81,completed
O00324,C1299,P027,2024-06-30,1,1647.88,completed
O00325,C0526,P039,2024-06-30,1,3339.93,completed
O00326,C0394,P016,2022-09-04,3,3588.59,returned
O00327,C1147,P028,2024-06-30,2,2633.68,completed
O00328,C0559,P002,2024-06-03,1,1155.19,pending
O00329,C0361,P003,2024-06-30,5,3305.08,completed
O00330,C0114,P021,2023-05-11,2,2106.89,returned
O00331,C1837,P006,2024-06-30,1,1220.85,completed
O00332,C0484,P037,2024-06-30,2,3238.59,pending
O00333,C1361,P034,2023-12-17,1,869.4,completed
O00334,C1229,P021,2023-03-30,1,2015.68,returned
O00335,C1651,P028,2023-12-26,1,2665.91,completed
O00336,C1987,P029,2024-06-12,1,1204.59,completed
O00337,C1005,P024,2024-06-30,2,592.21,pending
O00338,C0868,P016,2024-06-30,5,3930.14,completed
O00339,C0744,P024,2024-06-30,3,582.79,pending
O00340,C0072,P004,2024-06-30,2,2661.03,completed
O00341,C0519,P025,2024-06-30,1,2552.51,completed
O00342,C1850,P008,2024-06-30,2,2623.38,returned
O00343,C0796,P026,2023-07-14,4,1448.91,completed
O00344,C0185,P020,2022-11-22,1,3803.22,returned
O00345,C1294,P027,2024-01-08,3,1644.28,completed
O00346,C1686,P031,2024-03-29,2,4498.55,completed
O00347,C1470,P007,2024-03-07,3,397.02,pending
O00348,C0136,P027,2024-06-30,2,1793.57,completed
O00349,C0929,P002,2024-06-30,3,1126.24,completed
O00350,C1291,P009,2024-06-30,1,1168.51,completed
O00351,C0643,P006,2024-06-30,1,1110.11,completed
O00352,C1735,P027,2024-03-24,3,1656.83,returned
O00353,C1789,P017,2023-03-12,1,3022.24,completed
O00354,C1638,P013,2024-06-30,1,3257.0,returned
O00355,C1795,P037,2024-06-30,1,3246.04,pending
O00356,C1326,P015,2024-06-21,4,3859.07,completed
O00357,C0537,P011,2024-06-30,1,3698.99,pending
O00358,C0533,P006,2024-02-18,5,1095.19,pending
O00359,C0241,P034,2023-05-21,1,874.1,returned
O00360,C1695,P032,2024-06-30,1,2714.22,completed
O00361,C1938,P019,2022-11-08,2,3480.5,returned
O00362,C1754,P039,2023-06-30,1,3671.15,completed
O00363,C0857,P027,2024-06-30,3,1576.39,completed
O00364,C0483,P029,2024-06-30,4,1113.59,returned
O00365,C0176,P031,2024-05-21,1,4086.95,returned
O00366,C1407,P025,2022-11-22,2,2466.84,completed
O00367,C0150,P036,2023-10-31,1,1419.21,completed
O00368,C0965,P039,2023-03-27,4,3752.09,pending
O00369,C1454,P001,2022-10-03,1,1828.06,completed
O00370,C0809,P024,2024-06-30,1,672.06,completed
O00371,C1189,P017,2024-02-03,1,2973.87,completed
O00372,C1798,P009,2023-05-22,1,1270.13,returned
O00373,C0291,P008,2024-06-30,1,2953.19,returned
O00374,C1786,P024,2024-06-30,4,609.62,completed
O00375,C1256,P034,2024-06-30,1,870.48,completed
O00376,C1510,P010,2023-06-22,2,2307.81,returned
O00377,C0109,P010,2024-06-30,1,2048.75,returned
O00378,C0533,P030,2024-03-04,1,953.57,returned
O00379,C0084,P023,2023-07-17,5,554.0,returned
O00380,C1010,P010,2024-06-28,1,2017.38,completed
O00381,C0370,P033,2024-06-30,3,3989.76,pending
O00382,C0435,P001,2024-06-30,2,1813.85,returned
O00383,C1886,P016,2024-02-18,3,3808.55,completed
O00384,C0054,P008,2023-12-04,1,2780.68,completed
O00385,C1715,P010,2024-06-30,1,2145.79,returned
O00386,C0930,P018,2024-06-30,2,1629.48,completed
O00387,C1344,P029,2024-06-30,1,1180.35,pending
O00388,C0265,P004,2024-06-30,3,2452.51,completed
O00389,C1524,P036,2022-09-08,5,1430.69,returned
O00390,C0523,P016,2023-02-07,5,3921.79,completed
O00391,C0043,P011,2023-11-24,1,3572.09,completed
O00392,C0247,P032,2023-01-29,3,2723.71,completed
O00393,C1851,P039,2024-06-30,1,3581.46,completed
O00394,C1050,P032,2023-05-30,1,2575.76,completed
O00395,C1154,P028,2024-02-23,1,2811.7,completed
O00396,C1258,P028,2023-08-22,2,2659.51,pending
O00397,C0700,P015,2024-06-30,2,3707.69,returned
O00398,C1080,P034,2024-06-30,1,814.15,completed
O00399,C1858,P020,2024-06-30,1,3360.97,completed
O00400,C1724,P034,2024-06-30,1,827.46,pending
O00401,C0157,P033,2024-03-19,1,3901.17,completed
O00402,C0952,P037,2024-06-30,3,2955.21,pending
O00403,C0168,P002,2024-06-30,1,1129.85,completed
O00404,C1611,P026,2024-06-30,1,1338.52,completed
O00405,C0643,P030,2024-06-30,3,875.53,completed
O00406,C0700,P014,2024-06-30,1,542.02,pending
O00407,C0532,P007,2024-06-30,1,354.57,returned
O00408,C0239,P011,2024-02-24,2,3606.09,returned
O00409,C1780,P039,2024-06-30,2,3376.31,pending
O00410,C0739,P026,2024-03-10,3,1266.21,completed
O00411,C0029,P008,2024-01-19,3,2827.65,completed
O00412,C1760,P014,2023-03-15,1,491.16,completed
O00413,C0893,P035,2024-06-30,1,1219.86,returned
O00414,C0304,P028,2023-09-18,1,2693.29,completed
O00415,C1514,P029,2024-06-30,5,1132.38,returned
O00416,C1199,P013,2024-06-30,1,3506.29,returned
O00417,C0105,P001,2023-11-14,1,1894.35,returned
O00418,C0852,P038,2024-06-30,2,2515.71,completed
O00419,C0076,P026,2024-02-11,1,1376.98,pending
O00420,C1916,P032,2024-06-30,1,2436.48,completed
O00421,C0865,P021,2024-06-30,2,1913.63,returned
O00422,C1821,P008,2024-06-30,1,2935.62,completed
O00423,C0919,P028,2023-12-29,1,2749.58,completed
O00424,C0962,P029,2024-06-30,1,1085.93,completed
O00425,C1888,P030,2024-06-30,1,853.12,returned
O00426,C1966,P024,2024-05-28,3,662.58,completed
O00427,C1274,P019,2024-04-28,2,3310.25,returned
O00428,C0265,P013,2024-06-30,1,3324.25,returned
O00429,C1932,P020,2024-03-24,1,3609.83,completed
O00430,C0735,P023,2024-04-11,2,519.65,pending
O00431,C0066,P022,2024-06-30,1,1038.34,completed
O00432,C1151,P032,2023-05-24,1,2555.44,completed
O00433,C1576,P036,2022-07-12,1,1376.23,pending
O00434,C1238,P007,2024-06-30,2,411.25,returned
O00435,C1637,P008,2023-09-23,5,2865.7,pending
O00436,C1602,P036,2022-07-08,1,1365.4,completed
O00437,C1784,P024,2024-05-07,1,610.57,returned
O00438,C1561,P032,2024-06-30,2,2452.9,completed
O00439,C0686,P008,2023-05-05,3,2713.47,returned
O00440,C1576,P016,2022-06-01,3,3686.53,completed
O00441,C1035,P006,2024-06-30,1,1197.47,returned
O00442,C0739,P016,2024-01-07,1,3854.54,returned
O00443,C1613,P009,2024-01-27,3,1211.01,returned
O00444,C1840,P034,2024-02-29,3,800.02,completed
O00445,C0907,P001,2024-02-23,2,1798.31,completed
O00446,C0174,P021,2024-03-04,1,2076.32,returned
O00447,C0126,P003,2024-06-30,2,3388.68,pending
O00448,C0119,P034,2024-06-30,5,807.66,pending
O00449,C1790,P021,2023-12-18,4,1829.81,completed
O00450,C1844,P040,2024-06-30,4,1128.07,returned
O00451,C1319,P035,2023-10-30,2,1284.71,returned
O00452,C1429,P026,2023-12-06,3,1440.78,completed
O00453,C0076,P022,2024-04-02,1,1055.08,completed
O00454,C1066,P019,2024-06-30,1,3555.07,completed
O00455,C1068,P011,2023-06-02,1,3859.26,pending
O00456,C1214,P016,2024-06-30,3,3584.63,returned
O00457,C1035,P004,2024-05-31,3,2442.95,pending
O00458,C0726,P004,2023-08-03,3,2723.91,returned
O00459,C0611,P001,2024-06-30,1,1933.7,pending
O00460,C1159,P035,2024-06-30,3,1206.15,completed
O00461,C0583,P037,2024-06-08,2,3131.32,pending
O00462,C1511,P007,2022-12-25,1,389.78,completed
O00463,C0931,P010,2024-06-30,2,2274.74,completed
O00464,C0189,P028,2022-11-14,4,2836.5,returned
O00465,C0160,P034,2023-09-16,1,826.19,returned
O00466,C1786,P038,2024-06-17,1,2462.79,returned
O00467,C1412,P027,2024-03-15,3,1608.38,completed
O00468,C0993,P030,2024-05-23,1,911.97,pending
O00469,C0242,P014,2024-02-04,1,481.65,completed
O00470,C1934,P024,2024-06-30,4,592.8,returned
O00471,C0226,P024,2023-10-30,2,584.76,completed
O00472,C0242,P020,2023-03-10,5,3462.75,returned
O00473,C0058,P010,2023-10-08,3,2132.32,completed
O00474,C1821,P014,2024-05-02,1,541.4,completed
O00475,C0251,P023,2024-06-30,1,508.08,returned
O00476,C1174,P037,2024-06-30,1,2946.55,returned
O00477,C0974,P009,2024-06-30,3,1229.2,returned
O00478,C1560,P029,2024-06-30,1,1179.68,completed
O00479,C1639,P040,2024-06-30,1,1045.24,returned
O00480,C0695,P003,2024-06-30,5,3522.21,completed
O00481,C1323,P011,2023-05-02,2,3671.91,completed
O00482,C1150,P008,2024-06-30,2,2556.17,pending
O00483,C1110,P004,2024-05-10,5,2550.95,returned
O00484,C1030,P008,2022-12-16,2,2754.69,completed
O00485,C0564,P016,2022-08-16,3,3905.82,pending
O00486,C0910,P035,2024-01-07,2,1240.48,completed
O00487,C1007,P022,2022-07-16,1,1004.86,pending
O00488,C0650,P017,2024-06-30,1,3208.97,pending
O00489,C0345,P010,2023-10-09,1,2253.68,completed
O00490,C0629,P011,2024-06-30,1,3900.94,completed
O00491,C0056,P020,2024-05-12,1,3472.48,returned
O00492,C1829,P017,2024-06-30,1,3135.56,completed
O00493,C0107,P016,2024-06-30,3,3753.99,returned
O00494,C1042,P025,2024-04-27,4,2286.98,completed
O00495,C0952,P027,2024-06-30,1,1576.43,completed
O00496,C1872,P018,2022-10-04,2,1796.19,completed
O00497,C0505,P009,2023-10-18,1,1209.68,completed
O00498,C1734,P033,2024-06-30,1,4248.92,completed
O00499,C1107,P016,2022-10-30,2,3656.56,pending
O00500,C0926,P001,2024-04-24,3,1927.35,pending
O00501,C0593,P011,2024-06-30,1,3884.68,returned
