order_id,customer_id,product_id,order_date,quantity,unit_price,line_revenue,status,is_completed
O00070,C1570,P020,2024-06-30,1,3726.8,3726.8,completed,True
O00071,C0658,P013,2022-10-08,1,3345.89,3345.89,returned,False
O00072,C1375,P018,2022-10-11,1,1706.41,1706.41,completed,True
O00073,C1963,P036,2024-06-30,2,1389.33,2778.66,completed,True
O00074,C1126,P018,2024-06-30,1,1830.14,1830.14,completed,True
O00075,C1176,P011,2024-04-18,1,3696.2,3696.2,completed,True
O00076,C1108,P004,2023-07-30,1,2529.92,2529.92,completed,True
O00077,C0217,P004,2024-01-12,1,2497.43,2497.43,pending,False
O00078,C1826,P029,2024-06-30,2,1103.04,2206.08,completed,True
O00079,C1461,P035,2024-06-30,1,1346.98,1346.98,returned,False
O00080,C1163,P006,2023-03-18,3,1235.84,3707.52,returned,False
O00081,C0200,P020,2024-06-30,2,3698.8,7397.6,returned,False
O00082,C0964,P015,2024-01-03,1,3813.49,3813.49,completed,True
O00083,C1870,P026,2024-04-02,1,1448.76,1448.76,completed,True
O00084,C1616,P030,2024-06-30,1,820.48,820.48,completed,True
O00085,C0720,P030,2024-04-28,3,851.52,2554.56,completed,True
O00086,C1238,P009,2024-06-30,2,1209.47,2418.94,completed,True
O00087,C0668,P005,2024-06-30,3,1286.32,3858.96,returned,False
O00088,C1210,P016,2023-07-12,2,3731.13,7462.26,returned,False
O00089,C0787,P022,2022-04-25,1,1050.98,1050.98,returned,False
O00090,C1607,P037,2024-06-30,3,3047.99,9143.97,completed,True
O00091,C0355,P005,2024-06-30,2,1323.49,2646.98,returned,False
O00092,C0235,P039,2024-06-30,1,3519.0,3519.0,returned,False
O00093,C0361,P026,2023-09-11,1,1270.85,1270.85,pending,False
O00094,C1580,P021,2024-06-30,1,2040.14,2040.14,completed,True
O00095,C0446,P038,2023-05-18,4,2548.8,10195.2,completed,True
O00096,C1551,P010,2024-06-30,1,2086.7,2086.7,pending,False
O00097,C1184,P013,2024-01-15,1,3532.18,3532.18,completed,True
O00098,C1168,P020,2024-01-30,4,3830.15,15320.6,completed,True
O00099,C0183,P001,2024-06-30,2,1796.29,3592.58,completed,True
O00100,C1746,P004,2024-04-05,1,2562.13,2562.13,completed,True
O00101,C0002,P036,2024-06-30,3,1425.45,4276.35,completed,True
O00102,C1773,P016,2023-11-08,1,3756.47,3756.47,completed,True
O00103,C1458,P026,2023-05-29,1,1366.88,1366.88,completed,True
O00104,C0973,P013,2022-11-08,2,3513.78,7027.56,completed,True
O00105,C1721,P010,2024-03-25,1,2290.26,2290.26,completed,True
O00106,C0276,P005,2024-03-04,2,1205.66,2411.32,returned,False
O00107,C1348,P009,2024-06-30,1,1256.58,1256.58,returned,False
O00108,C1762,P039,2024-06-30,4,3557.55,14230.2,returned,False
O00109,C1044,P036,2024-06-30,3,1431.47,4294.41,completed,True
O00110,C0381,P039,2024-06-30,1,3486.8,3486.8,completed,True
O00111,C1459,P018,2023-06-17,1,1784.7,1784.7,completed,True
O00112,C0069,P037,2022-12-29,1,2961.65,2961.65,pending,False
O00113,C0987,P006,2024-06-30,1,1200.49,1200.49,completed,True
O00114,C0953,P006,2023-09-10,2,1177.75,2355.5,completed,True
O00115,C0968,P005,2024-06-30,2,1287.66,2575.32,pending,False
O00116,C0640,P004,2024-06-30,4,2556.42,10225.68,completed,True
O00117,C0961,P033,2024-04-28,4,3996.63,15986.52,completed,True
O00118,C0863,P019,2023-08-22,1,3280.98,3280.98,pending,False
O00119,C1535,P037,2024-04-09,1,3089.59,3089.59,pending,False
O00120,C0347,P004,2024-06-15,2,2456.14,4912.28,pending,False
O00121,C0056,P032,2024-06-30,1,2625.75,2625.75,completed,True
O00122,C0517,P040,2024-03-18,1,1155.99,1155.99,completed,True
O00123,C1519,P039,2024-06-30,1,3539.75,3539.75,completed,True
O00124,C1350,P024,2024-06-30,3,607.4,1822.2,completed,True
O00125,C0994,P034,2024-03-07,3,797.51,2392.53,completed,True
O00126,C1982,P039,2024-04-04,4,3292.23,13168.92,returned,False
O00127,C1542,P025,2024-06-30,1,2352.83,2352.83,completed,True
O00128,C0432,P023,2023-12-19,1,527.63,527.63,completed,True
O00129,C0108,P030,2022-07-31,1,854.26,854.26,pending,False
O00130,C0479,P025,2024-03-05,1,2239.16,2239.16,returned,False
O00131,C0025,P029,2024-06-30,1,1103.64,1103.64,pending,False
O00132,C1399,P007,2022-03-05,4,393.21,1572.84,returned,False
O00133,C1251,P018,2023-12-20,1,1704.53,1704.53,completed,True
O00134,C0523,P038,2024-06-09,1,2604.21,2604.21,completed,True
O00135,C1504,P038,2024-06-30,3,2501.82,7505.46,completed,True
O00136,C0642,P001,2024-03-02,2,1889.72,3779.44,completed,True
O00137,C0843,P034,2023-04-15,1,811.19,811.19,completed,True
O00138,C1486,P017,2024-06-30,1,2747.36,2747.36,completed,True
O00139,C0117,P014,2024-05-30,5,532.81,2664.05,completed,True
O00140,C0177,P009,2024-06-30,1,1280.81,1280.81,pending,False
O00141,C1645,P008,2024-02-16,2,2630.91,5261.82,returned,False
O00142,C1353,P030,2024-06-30,4,850.68,3402.72,returned,False
O00143,C1418,P021,2024-01-31,1,2079.02,2079.02,completed,True
O00144,C1592,P025,2023-11-27,1,2566.95,2566.95,completed,True
O00145,C1958,P012,2024-06-21,1,1214.08,1214.08,completed,True
O00146,C1250,P012,2023-11-23,2,1138.51,2277.02,pending,False
O00147,C1575,P014,2023-03-30,2,487.87,975.74,returned,False
O00148,C1466,P007,2023-08-29,1,357.85,357.85,completed,True
O00149,C1592,P002,2024-06-30,4,1038.31,4153.24,completed,True
O00150,C1911,P025,2024-01-29,1,2452.95,2452.95,returned,False
O00151,C1177,P033,2023-02-13,2,4122.81,8245.62,returned,False
O00152,C0894,P005,2023-12-22,2,1176.47,2352.94,returned,False
O00153,C0249,P035,2024-06-30,4,1231.71,4926.84,completed,True
O00154,C0821,P006,2022-12-31,1,1223.39,1223.39,completed,True
O00155,C0165,P019,2023-06-21,2,3362.28,6724.56,completed,True
O00156,C1982,P013,2024-06-30,1,3269.15,3269.15,completed,True
O00157,C1292,P023,2024-06-30,1,582.86,582.86,returned,False
O00158,C1506,P009,2023-02-04,1,1133.72,1133.72,pending,False
O00159,C0489,P025,2024-06-30,1,2391.5,2391.5,completed,True
O00160,C1024,P029,2024-06-30,5,1048.43,5242.15,completed,True
O00161,C0115,P003,2023-01-10,1,3157.8,3157.8,pending,False
O00162,C0939,P035,2024-06-30,1,1276.77,1276.77,completed,True
O00163,C0076,P032,2023-02-21,2,2611.12,5222.24,pending,False
O00164,C0094,P009,2024-06-30,1,1254.67,1254.67,completed,True
O00165,C1681,P030,2023-06-18,2,930.69,1861.38,completed,True
O00166,C1675,P008,2024-06-30,1,2873.49,2873.49,completed,True
O00167,C0130,P028,2023-10-01,1,3002.56,3002.56,returned,False
O00168,C0665,P037,2022-09-07,2,2938.59,5877.18,completed,True
O00169,C1566,P038,2024-06-30,1,2317.12,2317.12,completed,True
O00170,C0290,P011,2024-06-30,2,3660.97,7321.94,returned,False
O00171,C0499,P003,2024-06-30,1,3469.03,3469.03,pending,False
O00172,C0771,P002,2024-06-30,4,1026.14,4104.56,completed,True
O00173,C0368,P038,2022-11-20,4,2459.87,9839.48,returned,False
O00174,C1418,P014,2022-07-26,1,501.79,501.79,returned,False
O00175,C0844,P012,2023-12-24,2,1124.55,2249.1,completed,True
O00176,C1469,P040,2024-06-30,5,1115.12,5575.6,completed,True
O00177,C0713,P001,2024-01-21,2,1703.67,3407.34,pending,False
O00178,C0196,P024,2023-10-23,3,681.75,2045.25,pending,False
O00179,C0450,P014,2023-11-28,1,495.26,495.26,completed,True
O00180,C1404,P032,2024-06-30,1,2695.75,2695.75,completed,True
O00181,C0111,P024,2024-06-30,1,625.17,625.17,completed,True
O00182,C1264,P003,2024-01-11,1,3072.27,3072.27,pending,False
O00183,C0361,P002,2023-04-10,1,1032.45,1032.45,completed,True
O00184,C1478,P038,2024-06-30,2,2461.02,4922.04,completed,True
O00185,C0472,P021,2023-12-04,1,1903.72,1903.72,returned,False
O00186,C1782,P025,2024-06-30,4,2211.56,8846.24,pending,False
O00187,C0993,P028,2022-07-20,1,3045.04,3045.04,returned,False
O00188,C0365,P024,2024-06-30,1,654.39,654.39,completed,True
O00189,C1998,P013,2023-11-11,1,3075.91,3075.91,pending,False
O00190,C0123,P009,2024-06-30,1,1221.39,1221.39,returned,False
O00191,C0351,P015,2024-06-30,4,3643.77,14575.08,pending,False
O00192,C1855,P037,2023-10-30,5,3200.35,16001.75,completed,True
O00193,C0844,P032,2024-06-30,3,2502.74,7508.22,returned,False
O00194,C1715,P018,2024-06-30,1,1750.79,1750.79,completed,True
O00195,C0508,P028,2023-05-14,2,3028.39,6056.78,pending,False
O00196,C1938,P037,2022-07-11,4,2985.79,11943.16,completed,True
O00197,C0083,P033,2023-09-12,1,3969.19,3969.19,returned,False
O00198,C1659,P007,2024-06-30,1,368.46,368.46,pending,False
O00199,C1543,P027,2022-09-20,4,1605.16,6420.64,completed,True
O00200,C0490,P006,2024-06-30,1,1188.81,1188.81,completed,True
O00201,C1441,P037,2024-06-30,2,2792.76,5585.52,returned,False
O00202,C0950,P026,2024-06-30,1,1438.71,1438.71,returned,False
O00203,C1442,P001,2024-06-30,3,1668.42,5005.26,completed,True
O00204,C1088,P019,2024-04-02,1,3415.89,3415.89,pending,False
O00205,C1111,P014,2024-06-30,3,485.73,1457.19,completed,True
O00206,C1507,P033,2022-08-10,4,4061.11,16244.44,completed,True
O00207,C0228,P024,2024-06-30,1,584.82,584.82,completed,True
O00208,C0359,P036,2024-06-30,2,1473.12,2946.24,completed,True
O00209,C0284,P016,2024-06-25,2,3791.82,7583.64,pending,False
O00210,C1785,P014,2024-06-30,3,543.19,1629.57,completed,True
O00211,C0723,P033,2023-11-10,2,3806.54,7613.08,completed,True
O00212,C0764,P029,2024-02-09,1,1142.56,1142.56,completed,True
O00213,C0963,P035,2024-05-31,2,1267.27,2534.54,completed,True
O00214,C0926,P024,2024-06-30,3,677.5,2032.5,completed,True
O00215,C0386,P006,2024-06-30,1,1231.76,1231.76,completed,True
O00216,C1963,P007,2023-11-19,1,360.44,360.44,completed,True
O00217,C1017,P014,2022-10-03,2,531.9,1063.8,completed,True
O00218,C0854,P035,2024-06-30,4,1255.22,5020.88,returned,False
O00219,C0910,P002,2024-06-30,1,1022.97,1022.97,completed,True
O00220,C1710,P022,2024-06-30,1,992.94,992.94,completed,True
O00221,C0996,P034,2024-06-30,3,811.1,2433.3,completed,True
O00222,C1162,P020,2023-06-26,1,3437.66,3437.66,returned,False
O00223,C0762,P004,2023-10-27,1,2453.1,2453.1,completed,True
O00224,C1267,P035,2024-06-30,1,1357.28,1357.28,completed,True
O00225,C0331,P008,2024-06-30,1,2659.04,2659.04,completed,True
O00226,C0903,P024,2023-07-01,1,638.27,638.27,completed,True
O00227,C1364,P023,2023-06-09,1,544.0,544.0,completed,True
O00228,C1093,P008,2024-01-13,4,2698.12,10792.48,returned,False
O00229,C1574,P030,2024-06-30,4,833.46,3333.84,pending,False
O00230,C1999,P022,2024-06-30,2,985.14,1970.28,completed,True
O00231,C1986,P010,2023-11-21,3,2239.76,6719.28,returned,False
O00232,C0694,P008,2024-06-30,2,2918.38,5836.76,completed,True
O00233,C1389,P008,2023-12-04,1,2696.82,2696.82,completed,True
O00234,C0914,P006,2023-04-01,1,1177.38,1177.38,completed,True
O00235,C1195,P015,2023-10-05,3,3738.76,11216.28,completed,True
O00236,C0047,P035,2023-09-28,3,1296.75,3890.25,completed,True
O00237,C1999,P026,2024-06-30,1,1316.85,1316.85,pending,False
O00238,C1048,P024,2022-02-28,1,654.0,654.0,returned,False
O00239,C0758,P024,2023-10-13,1,615.98,615.98,completed,True
O00240,C0913,P006,2024-06-30,1,1229.86,1229.86,returned,False
O00241,C1646,P019,2023-12-20,1,3679.55,3679.55,returned,False
O00242,C1493,P009,2024-06-30,3,1247.76,3743.28,completed,True
O00243,C0426,P031,2024-06-30,5,4224.81,21124.05,completed,True
O00244,C0136,P025,2024-06-30,1,2340.99,2340.99,completed,True
O00245,C0849,P036,2024-01-17,1,1474.81,1474.81,completed,True
O00246,C0409,P025,2024-03-31,1,2372.24,2372.24,completed,True
O00247,C1710,P020,2024-06-30,1,3715.99,3715.99,completed,True
O00248,C0055,P010,2022-01-06,1,2319.43,2319.43,returned,False
O00249,C0255,P019,2024-06-30,1,3543.69,3543.69,completed,True
O00250,C0059,P018,2022-12-12,1,1906.63,1906.63,pending,False
O00251,C1527,P038,2024-06-30,1,2467.9,2467.9,completed,True
O00252,C1287,P031,2024-05-04,5,4424.71,22123.55,completed,True
O00253,C1050,P002,2024-06-18,3,1040.8,3122.4,completed,True
O00254,C0300,P030,2023-08-31,4,830.52,3322.08,completed,True
O00255,C0109,P024,2024-06-30,1,674.09,674.09,completed,True
O00256,C0100,P019,2023-10-22,2,3799.42,7598.84,pending,False
O00257,C0397,P012,2024-06-30,3,1235.18,3705.54,completed,True
O00258,C1114,P021,2024-06-30,3,2048.14,6144.42,completed,True
O00259,C0556,P024,2024-04-24,1,640.07,640.07,completed,True
O00260,C0027,P034,2022-11-07,1,855.37,855.37,returned,False
O00261,C0697,P007,2024-06-30,1,384.85,384.85,completed,True
O00262,C1629,P040,2024-06-30,2,1172.75,2345.5,pending,False
O00263,C1460,P008,2023-08-25,1,2925.42,2925.42,completed,True
O00264,C1677,P002,2024-03-16,1,1067.36,1067.36,completed,True
O00265,C0285,P039,2024-02-15,2,3753.74,7507.48,completed,True
O00266,C1454,P002,2023-06-25,2,1032.9,2065.8,completed,True
O00267,C1755,P010,2024-06-30,2,2092.27,4184.54,completed,True
O00268,C0267,P028,2024-06-30,2,2978.62,5957.24,completed,True
O00269,C0039,P028,2024-06-30,1,2666.37,2666.37,pending,False
O00270,C1215,P031,2023-03-20,1,4039.03,4039.03,completed,True
O00271,C0618,P001,2024-06-30,3,1875.37,5626.11,pending,False
O00272,C0421,P013,2024-06-30,1,3248.33,3248.33,completed,True
O00273,C0299,P038,2024-06-30,1,2356.49,2356.49,pending,False
O00274,C1600,P016,2024-06-30,2,3443.18,6886.36,pending,False
O00275,C1564,P034,2023-11-03,1,777.43,777.43,completed,True
O00276,C0352,P001,2024-06-30,5,1676.56,8382.8,completed,True
O00277,C1886,P031,2024-06-30,1,4268.53,4268.53,returned,False
O00278,C1380,P012,2022-05-05,3,1310.59,3931.77,returned,False
O00279,C0439,P015,2024-06-22,1,3735.45,3735.45,completed,True
O00280,C0254,P008,2023-08-03,2,2738.68,5477.36,completed,True
O00281,C1444,P036,2024-06-30,2,1359.92,2719.84,returned,False
O00282,C0237,P019,2023-03-18,1,3684.25,3684.25,returned,False
O00283,C0463,P027,2024-02-17,1,1805.18,1805.18,completed,True
O00284,C1755,P031,2022-12-04,4,4117.1,16468.4,completed,True
O00285,C1381,P007,2024-06-30,1,386.06,386.06,completed,True
O00286,C0245,P026,2024-03-02,1,1376.87,1376.87,completed,True
O00287,C1519,P005,2024-06-30,1,1217.09,1217.09,completed,True
O00288,C1219,P008,2024-06-30,1,2707.07,2707.07,returned,False
O00289,C0571,P038,2024-06-30,1,2610.82,2610.82,returned,False
O00290,C0730,P039,2024-06-30,5,3763.58,18817.9,pending,False
O00291,C0572,P030,2024-06-30,1,847.0,847.0,returned,False
O00292,C0473,P009,2024-06-30,1,1275.62,1275.62,completed,True
O00293,C1021,P002,2024-06-25,5,1080.04,5400.2,completed,True
O00294,C0313,P040,2024-06-30,2,1138.68,2277.36,pending,False
O00295,C1572,P030,2024-06-24,1,905.89,905.89,returned,False
O00296,C1034,P035,2024-06-30,1,1334.08,1334.08,pending,False
O00297,C0037,P028,2022-10-04,4,2671.6,10686.4,returned,False
O00298,C0645,P029,2024-06-30,1,1051.46,1051.46,pending,False
O00299,C1351,P011,2024-06-30,1,3414.4,3414.4,returned,False
O00300,C0999,P037,2024-06-30,2,3104.69,6209.38,pending,False
O00301,C1172,P031,2023-07-03,2,3973.05,7946.1,completed,True
O00302,C0802,P032,2024-06-30,2,2571.38,5142.76,completed,True
O00303,C1570,P021,2024-06-30,1,2017.66,2017.66,completed,True
O00304,C1715,P023,2024-06-30,3,556.06,1668.18,completed,True
O00305,C0780,P028,2023-08-24,1,2781.6,2781.6,completed,True
O00306,C0116,P016,2024-06-30,1,3791.25,3791.25,pending,False
O00307,C0174,P005,2024-06-30,3,1199.53,3598.59,completed,True
O00308,C0041,P021,2024-01-17,1,2039.36,2039.36,returned,False
O00309,C1164,P027,2023-12-08,1,1761.06,1761.06,pending,False
O00310,C0046,P025,2023-03-13,2,2307.45,4614.9,completed,True
O00311,C1656,P007,2024-05-01,2,366.3,732.6,returned,False
O00312,C1030,P022,2024-06-30,1,985.79,985.79,returned,False
O00313,C0414,P005,2024-06-30,3,1286.96,3860.88,completed,True
O00314,C0544,P020,2022-06-04,5,3520.04,17600.2,completed,True
O00315,C1280,P038,2022-12-26,1,2427.77,2427.77,completed,True
O00316,C1161,P031,2024-06-30,1,4103.37,4103.37,completed,True
O00317,C1335,P033,2023-02-19,3,3906.29,11718.87,pending,False
O00318,C0642,P027,2023-03-12,1,1741.41,1741.41,returned,False
O00319,C1376,P012,2024-06-30,4,1240.91,4963.64,pending,False
O00320,C1767,P037,2022-07-21,1,3105.05,3105.05,returned,False
O00321,C0549,P035,2023-11-13,3,1332.67,3998.01,returned,False
O00322,C1915,P004,2024-06-30,2,2486.04,4972.08,completed,True
O00323,C0493,P020,2022-08-13,3,3524.81,10574.43,completed,True
O00324,C1299,P027,2024-06-30,1,1647.88,1647.88,completed,True
O00325,C0526,P039,2024-06-30,1,3339.93,3339.93,completed,True
O00326,C0394,P016,2022-09-04,3,3588.59,10765.77,returned,False
O00327,C1147,P028,2024-06-30,2,2633.68,5267.36,completed,True
O00328,C0559,P002,2024-06-03,1,1155.19,1155.19,pending,False
O00329,C0361,P003,2024-06-30,5,3305.08,16525.4,completed,True
O00330,C0114,P021,2023-05-11,2,2106.89,4213.78,returned,False
O00331,C1837,P006,2024-06-30,1,1220.85,1220.85,completed,True
O00332,C0484,P037,2024-06-30,2,3238.59,6477.18,pending,False
O00333,C1361,P034,2023-12-17,1,869.4,869.4,completed,True
O00334,C1229,P021,2023-03-30,1,2015.68,2015.68,returned,False
O00335,C1651,P028,2023-12-26,1,2665.91,2665.91,completed,True
O00336,C1987,P029,2024-06-12,1,1204.59,1204.59,completed,True
O00337,C1005,P024,2024-06-30,2,592.21,1184.42,pending,False
O00338,C0868,P016,2024-06-30,5,3930.14,19650.7,completed,True
O00339,C0744,P024,2024-06-30,3,582.79,1748.37,pending,False
O00340,C0072,P004,2024-06-30,2,2661.03,5322.06,completed,True
O00341,C0519,P025,2024-06-30,1,2552.51,2552.51,completed,True
O00342,C1850,P008,2024-06-30,2,2623.38,5246.76,returned,False
O00343,C0796,P026,2023-07-14,4,1448.91,5795.64,completed,True
O00344,C0185,P020,2022-11-22,1,3803.22,3803.22,returned,False
O00345,C1294,P027,2024-01-08,3,1644.28,4932.84,completed,True
O00346,C1686,P031,2024-03-29,2,4498.55,8997.1,completed,True
O00347,C1470,P007,2024-03-07,3,397.02,1191.06,pending,False
O00348,C0136,P027,2024-06-30,2,1793.57,3587.14,completed,True
O00349,C0929,P002,2024-06-30,3,1126.24,3378.72,completed,True
O00350,C1291,P009,2024-06-30,1,1168.51,1168.51,completed,True
O00351,C0643,P006,2024-06-30,1,1110.11,1110.11,completed,True
O00352,C1735,P027,2024-03-24,3,1656.83,4970.49,returned,False
O00353,C1789,P017,2023-03-12,1,3022.24,3022.24,completed,True
O00354,C1638,P013,2024-06-30,1,3257.0,3257.0,returned,False
O00355,C1795,P037,2024-06-30,1,3246.04,3246.04,pending,False
O00356,C1326,P015,2024-06-21,4,3859.07,15436.28,completed,True
O00357,C0537,P011,2024-06-30,1,3698.99,3698.99,pending,False
O00358,C0533,P006,2024-02-18,5,1095.19,5475.95,pending,False
O00359,C0241,P034,2023-05-21,1,874.1,874.1,returned,False
O00360,C1695,P032,2024-06-30,1,2714.22,2714.22,completed,True
O00361,C1938,P019,2022-11-08,2,3480.5,6961.0,returned,False
O00362,C1754,P039,2023-06-30,1,3671.15,3671.15,completed,True
O00363,C0857,P027,2024-06-30,3,1576.39,4729.17,completed,True
O00364,C0483,P029,2024-06-30,4,1113.59,4454.36,returned,False
O00365,C0176,P031,2024-05-21,1,4086.95,4086.95,returned,False
O00366,C1407,P025,2022-11-22,2,2466.84,4933.68,completed,True
O00367,C0150,P036,2023-10-31,1,1419.21,1419.21,completed,True
O00368,C0965,P039,2023-03-27,4,3752.09,15008.36,pending,False
O00369,C1454,P001,2022-10-03,1,1828.06,1828.06,completed,True
O00370,C0809,P024,2024-06-30,1,672.06,672.06,completed,True
O00371,C1189,P017,2024-02-03,1,2973.87,2973.87,completed,True
O00372,C1798,P009,2023-05-22,1,1270.13,1270.13,returned,False
O00373,C0291,P008,2024-06-30,1,2953.19,2953.19,returned,False
O00374,C1786,P024,2024-06-30,4,609.62,2438.48,completed,True
O00375,C1256,P034,2024-06-30,1,870.48,870.48,completed,True
O00376,C1510,P010,2023-06-22,2,2307.81,4615.62,returned,False
O00377,C0109,P010,2024-06-30,1,2048.75,2048.75,returned,False
O00378,C0533,P030,2024-03-04,1,953.57,953.57,returned,False
O00379,C0084,P023,2023-07-17,5,554.0,2770.0,returned,False
O00380,C1010,P010,2024-06-28,1,2017.38,2017.38,completed,True
O00381,C0370,P033,2024-06-30,3,3989.76,11969.28,pending,False
O00382,C0435,P001,2024-06-30,2,1813.85,3627.7,returned,False
O00383,C1886,P016,2024-02-18,3,3808.55,11425.65,completed,True
O00384,C0054,P008,2023-12-04,1,2780.68,2780.68,completed,True
O00385,C1715,P010,2024-06-30,1,2145.79,2145.79,returned,False
O00386,C0930,P018,2024-06-30,2,1629.48,3258.96,completed,True
O00387,C1344,P029,2024-06-30,1,1180.35,1180.35,pending,False
O00388,C0265,P004,2024-06-30,3,2452.51,7357.53,completed,True
O00389,C1524,P036,2022-09-08,5,1430.69,7153.45,returned,False
O00390,C0523,P016,2023-02-07,5,3921.79,19608.95,completed,True
O00391,C0043,P011,2023-11-24,1,3572.09,3572.09,completed,True
O00392,C0247,P032,2023-01-29,3,2723.71,8171.13,completed,True
O00393,C1851,P039,2024-06-30,1,3581.46,3581.46,completed,True
O00394,C1050,P032,2023-05-30,1,2575.76,2575.76,completed,True
O00395,C1154,P028,2024-02-23,1,2811.7,2811.7,completed,True
O00396,C1258,P028,2023-08-22,2,2659.51,5319.02,pending,False
O00397,C0700,P015,2024-06-30,2,3707.69,7415.38,returned,False
O00398,C1080,P034,2024-06-30,1,814.15,814.15,completed,True
O00399,C1858,P020,2024-06-30,1,3360.97,3360.97,completed,True
O00400,C1724,P034,2024-06-30,1,827.46,827.46,pending,False
